X;Y;Z
-289.0;-0.2004;0.08030000000000001
-286.7364501953125;0.20281052589416504;-0.7037778377532959
-217.2743408203125;-0.7720469474792481;0.188931667804718
-147.86009521484374;-0.2986289501190186;-0.7255349636077881
-78.37319946289062;-0.03848267495632172;-0.3213566780090332
-8.889235687255859;0.7938064098358154;-0.3997936487197876
-2.0;0.7702;-0.3587
